Employee,Employee_Name,Is_Guest,Date,Status,Location,Day,,
2087,AmosWilliamson,,18-02-2025,WFH,Bangalore,Tuesday,,
2216,Jaden Bell,,18-02-2025,WFH,Bangalore,Tuesday,,
2093,AvaOrtega,,18-02-2025,WFO,Bangalore,Tuesday,,
2098,TheodoreCraig,,18-02-2025,WFO,Bangalore,Tuesday,,
2219,Kendall Harris,,18-02-2025,WFH,Bangalore,Tuesday,,
2094,AddisonRobinson,,18-02-2025,WFH,Bangalore,Tuesday,,
2100,FinnTaylor,,18-02-2025,WFH,Bangalore,Tuesday,,
2101,EliWilliams,,18-02-2025,WFO,Bangalore,Tuesday,,
2106,MaverickClark,,18-02-2025,WFH,Bangalore,Tuesday,,
2073,BlaiseRogers,,18-02-2025,WFO,Bangalore,Tuesday,,
2215,Corey Wright,,18-02-2025,WFH,Bangalore,Tuesday,,
2217,Logan Brooks,,18-02-2025,WFO,Bangalore,Tuesday,,
2017,AlexanderShaw,,18-02-2025,WFH,Bangalore,Tuesday,,
1946,SiennaFoster,,18-02-2025,WFH,Bangalore,Tuesday,,
2218,Jesse Morgan,,18-02-2025,WFH,Bangalore,Tuesday,,
2213,Elliot Powell,,18-02-2025,WFH,Bangalore,Tuesday,,
2006,LeviHudson,,18-02-2025,WFH,Bangalore,Tuesday,,
2012,DavidRodriguez,,18-02-2025,WFO,Bangalore,Tuesday,,
1981,MayaWhite,,18-02-2025,WFH,Bangalore,Tuesday,,
2056,BrooklynHernandez,,18-02-2025,WFH,Bangalore,Tuesday,,
1947,SkylarBryant,,18-02-2025,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,18-02-2025,WFH,Bangalore,Tuesday,,
2020,BraydenScott,,18-02-2025,WFH,Bangalore,Tuesday,,
2221,Casey Reed,,18-02-2025,WFH,Bangalore,Tuesday,,
2002,LeahGeorge,,18-02-2025,WFH,Bangalore,Tuesday,,
2005,MilaRodriguez,,18-02-2025,WFH,Bangalore,Tuesday,,
2222,Alex Perry,,18-02-2025,WFH,Bangalore,Tuesday,,
1953,HarperMurphy,,18-02-2025,WFH,Bangalore,Tuesday,,
1941,EvelynHall,,18-02-2025,WFH,Bangalore,Tuesday,,
1973,EmmaBishop,,18-02-2025,WFH,Bangalore,Tuesday,,
2214,Shawn Peterson,,18-02-2025,WFH,Bangalore,Tuesday,,
2024,PhoebePerry,,18-02-2025,WFH,Bangalore,Tuesday,,
2018,LaylaCameron,,18-02-2025,WFH,Bangalore,Tuesday,,
1957,EverlyMartin,,18-02-2025,WFO,Bangalore,Tuesday,,
2060,IslaHarrington,,19-02-2025,WFH,Bangalore,Wednesday,,
2061,JacksonMoss,,19-02-2025,WFH,Bangalore,Wednesday,,
2223,Harley Fisher,,19-02-2025,WFH,Bangalore,Wednesday,,
2215,Corey Wright,,19-02-2025,WFH,Bangalore,Wednesday,,
2057,EmeryLee,,19-02-2025,WFO,Bangalore,Wednesday,,
2036,AdamLynch,,19-02-2025,WFO,Bangalore,Wednesday,,
2033,FionaHarrington,,19-02-2025,WFO,Bangalore,Wednesday,,
2058,KatherineMitchell,,19-02-2025,WFO,Bangalore,Wednesday,,
2072,MaverickCameron,,19-02-2025,WFH,Bangalore,Wednesday,,
2101,EliWilliams,,19-02-2025,WFH,Bangalore,Wednesday,,
2087,AmosWilliamson,,19-02-2025,WFH,Bangalore,Wednesday,,
2216,Jaden Bell,,19-02-2025,WFH,Bangalore,Wednesday,,
2093,AvaOrtega,,19-02-2025,WFO,Bangalore,Wednesday,,
2096,CameronRichards,,19-02-2025,WFH,Bangalore,Wednesday,,
2098,TheodoreCraig,,19-02-2025,WFO,Bangalore,Wednesday,,
2219,Kendall Harris,,19-02-2025,WFH,Bangalore,Wednesday,,
2094,AddisonRobinson,,19-02-2025,WFH,Bangalore,Wednesday,,
2100,FinnTaylor,,19-02-2025,WFO,Bangalore,Wednesday,,
2056,BrooklynHernandez,,19-02-2025,WFO,Bangalore,Wednesday,,
2217,Logan Brooks,,19-02-2025,WFH,Bangalore,Wednesday,,
2073,BlaiseRogers,,19-02-2025,WFH,Bangalore,Wednesday,,
2017,AlexanderShaw,,19-02-2025,WFH,Bangalore,Wednesday,,
2020,BraydenScott,,19-02-2025,WFH,Bangalore,Wednesday,,
2024,PhoebePerry,,19-02-2025,WFH,Bangalore,Wednesday,,
2069,SageRodriguez,,19-02-2025,WFH,Bangalore,Wednesday,,
2106,MaverickClark,,19-02-2025,WFH,Bangalore,Wednesday,,
2022,ScarlettKing,,19-02-2025,WFH,Bangalore,Wednesday,,
1946,SiennaFoster,,19-02-2025,WFH,Bangalore,Wednesday,,
2218,Jesse Morgan,,19-02-2025,WFH,Bangalore,Wednesday,,
2213,Elliot Powell,,19-02-2025,WFO,Bangalore,Wednesday,,
2006,LeviHudson,,19-02-2025,WFH,Bangalore,Wednesday,,
2012,DavidRodriguez,,19-02-2025,WFH,Bangalore,Wednesday,,
1981,MayaWhite,,19-02-2025,WFH,Bangalore,Wednesday,,
2018,LaylaCameron,,19-02-2025,WFH,Bangalore,Wednesday,,
1947,SkylarBryant,,19-02-2025,WFH,Bangalore,Wednesday,,
2221,Casey Reed,,19-02-2025,WFH,Bangalore,Wednesday,,
1957,EverlyMartin,,19-02-2025,WFO,Bangalore,Wednesday,,
2002,LeahGeorge,,19-02-2025,WFH,Bangalore,Wednesday,,
2005,MilaRodriguez,,19-02-2025,WFO,Bangalore,Wednesday,,
2222,Alex Perry,,19-02-2025,WFH,Bangalore,Wednesday,,
1953,HarperMurphy,,19-02-2025,WFH,Bangalore,Wednesday,,
1941,EvelynHall,,19-02-2025,WFH,Bangalore,Wednesday,,
1973,EmmaBishop,,19-02-2025,WFH,Bangalore,Wednesday,,
2214,Shawn Peterson,,19-02-2025,WFH,Bangalore,Wednesday,,
1781,TheodoreSanchez,,19-02-2025,WFH,Bangalore,Wednesday,,
2063,JacksonGrant,,19-02-2025,WFH,Bangalore,Wednesday,,
2066,NatalieNelson,,19-02-2025,WFH,Bangalore,Wednesday,,
2024,PhoebePerry,,20-02-2025,WFH,Bangalore,Thursday,,
2223,Harley Fisher,,20-02-2025,WFH,Bangalore,Thursday,,
2060,IslaHarrington,,20-02-2025,WFH,Bangalore,Thursday,,
2061,JacksonMoss,,20-02-2025,WFH,Bangalore,Thursday,,
2063,JacksonGrant,,20-02-2025,WFH,Bangalore,Thursday,,
2066,NatalieNelson,,20-02-2025,WFH,Bangalore,Thursday,,
2069,SageRodriguez,,20-02-2025,WFH,Bangalore,Thursday,,
2072,MaverickCameron,,20-02-2025,WFO,Bangalore,Thursday,,
2073,BlaiseRogers,,20-02-2025,WFH,Bangalore,Thursday,,
2087,AmosWilliamson,,20-02-2025,WFH,Bangalore,Thursday,,
2058,KatherineMitchell,,20-02-2025,WFO,Bangalore,Thursday,,
2216,Jaden Bell,,20-02-2025,WFH,Bangalore,Thursday,,
2096,CameronRichards,,20-02-2025,WFH,Bangalore,Thursday,,
2098,TheodoreCraig,,20-02-2025,WFO,Bangalore,Thursday,,
2219,Kendall Harris,,20-02-2025,WFH,Bangalore,Thursday,,
2094,AddisonRobinson,,20-02-2025,WFH,Bangalore,Thursday,,
2100,FinnTaylor,,20-02-2025,WFH,Bangalore,Thursday,,
2101,EliWilliams,,20-02-2025,WFH,Bangalore,Thursday,,
2217,Logan Brooks,,20-02-2025,WFO,Bangalore,Thursday,,
2106,MaverickClark,,20-02-2025,WFH,Bangalore,Thursday,,
2214,Shawn Peterson,,20-02-2025,WFH,Bangalore,Thursday,,
2093,AvaOrtega,,20-02-2025,WFO,Bangalore,Thursday,,
2057,EmeryLee,,20-02-2025,WFH,Bangalore,Thursday,,
1973,EmmaBishop,,20-02-2025,WFH,Bangalore,Thursday,,
2033,FionaHarrington,,20-02-2025,WFO,Bangalore,Thursday,,
2036,AdamLynch,,20-02-2025,WFH,Bangalore,Thursday,,
1953,HarperMurphy,,20-02-2025,WFH,Bangalore,Thursday,,
2222,Alex Perry,,20-02-2025,WFH,Bangalore,Thursday,,
2005,MilaRodriguez,,20-02-2025,WFH,Bangalore,Thursday,,
2002,LeahGeorge,,20-02-2025,WFH,Bangalore,Thursday,,
1957,EverlyMartin,,20-02-2025,WFO,Bangalore,Thursday,,
2020,BraydenScott,,20-02-2025,WFH,Bangalore,Thursday,,
2221,Casey Reed,,20-02-2025,WFH,Bangalore,Thursday,,
1781,TheodoreSanchez,,20-02-2025,WFH,Bangalore,Thursday,,
1947,SkylarBryant,,20-02-2025,WFH,Bangalore,Thursday,,
1941,EvelynHall,,20-02-2025,WFO,Bangalore,Thursday,,
2012,DavidRodriguez,,20-02-2025,WFO,Bangalore,Thursday,,
1981,MayaWhite,,20-02-2025,WFH,Bangalore,Thursday,,
2056,BrooklynHernandez,,20-02-2025,WFO,Bangalore,Thursday,,
2017,AlexanderShaw,,20-02-2025,WFH,Bangalore,Thursday,,
2018,LaylaCameron,,20-02-2025,WFH,Bangalore,Thursday,,
2215,Corey Wright,,20-02-2025,WFO,Bangalore,Thursday,,
1946,SiennaFoster,,20-02-2025,WFH,Bangalore,Thursday,,
2218,Jesse Morgan,,20-02-2025,WFH,Bangalore,Thursday,,
2213,Elliot Powell,,20-02-2025,WFH,Bangalore,Thursday,,
2006,LeviHudson,,20-02-2025,WFH,Bangalore,Thursday,,
2022,ScarlettKing,,20-02-2025,WFH,Bangalore,Thursday,,
2073,BlaiseRogers,,21-02-2025,WFO,Bangalore,Friday,,
2058,KatherineMitchell,,21-02-2025,WFO,Bangalore,Friday,,
2223,Harley Fisher,,21-02-2025,WFO,Bangalore,Friday,,
2060,IslaHarrington,,21-02-2025,WFH,Bangalore,Friday,,
2063,JacksonGrant,,21-02-2025,WFH,Bangalore,Friday,,
2066,NatalieNelson,,21-02-2025,WFH,Bangalore,Friday,,
2069,SageRodriguez,,21-02-2025,WFO,Bangalore,Friday,,
2072,MaverickCameron,,21-02-2025,WFO,Bangalore,Friday,,
2087,AmosWilliamson,,21-02-2025,WFH,Bangalore,Friday,,
2219,Kendall Harris,,21-02-2025,WFH,Bangalore,Friday,,
2093,AvaOrtega,,21-02-2025,WFH,Bangalore,Friday,,
2096,CameronRichards,,21-02-2025,WFH,Bangalore,Friday,,
2098,TheodoreCraig,,21-02-2025,WFO,Bangalore,Friday,,
2057,EmeryLee,,21-02-2025,WFH,Bangalore,Friday,,
2094,AddisonRobinson,,21-02-2025,WFO,Bangalore,Friday,,
2100,FinnTaylor,,21-02-2025,WFO,Bangalore,Friday,,
2101,EliWilliams,,21-02-2025,WFH,Bangalore,Friday,,
2217,Logan Brooks,,21-02-2025,WFO,Bangalore,Friday,,
2106,MaverickClark,,21-02-2025,WFH,Bangalore,Friday,,
2216,Jaden Bell,,21-02-2025,WFH,Bangalore,Friday,,
2036,AdamLynch,,21-02-2025,WFH,Bangalore,Friday,,
2061,JacksonMoss,,21-02-2025,WFH,Bangalore,Friday,,
1946,SiennaFoster,,21-02-2025,WFH,Bangalore,Friday,,
2022,ScarlettKing,,21-02-2025,WFH,Bangalore,Friday,,
2215,Corey Wright,,21-02-2025,WFO,Bangalore,Friday,,
2218,Jesse Morgan,,21-02-2025,WFH,Bangalore,Friday,,
2213,Elliot Powell,,21-02-2025,WFH,Bangalore,Friday,,
2006,LeviHudson,,21-02-2025,WFH,Bangalore,Friday,,
2012,DavidRodriguez,,21-02-2025,WFO,Bangalore,Friday,,
1981,MayaWhite,,21-02-2025,WFH,Bangalore,Friday,,
1947,SkylarBryant,,21-02-2025,WFH,Bangalore,Friday,,
1781,TheodoreSanchez,,21-02-2025,WFH,Bangalore,Friday,,
2221,Casey Reed,,21-02-2025,WFH,Bangalore,Friday,,
2020,BraydenScott,,21-02-2025,WFH,Bangalore,Friday,,
2033,FionaHarrington,,21-02-2025,WFO,Bangalore,Friday,,
2002,LeahGeorge,,21-02-2025,WFH,Bangalore,Friday,,
1957,EverlyMartin,,21-02-2025,WFO,Bangalore,Friday,,
2017,AlexanderShaw,,21-02-2025,WFO,Bangalore,Friday,,
2018,LaylaCameron,,21-02-2025,WFH,Bangalore,Friday,,
2024,PhoebePerry,,21-02-2025,WFH,Bangalore,Friday,,
2214,Shawn Peterson,,21-02-2025,WFH,Bangalore,Friday,,
2056,BrooklynHernandez,,21-02-2025,WFO,Bangalore,Friday,,
1941,EvelynHall,,21-02-2025,WFO,Bangalore,Friday,,
1953,HarperMurphy,,21-02-2025,WFO,Bangalore,Friday,,
2222,Alex Perry,,21-02-2025,WFH,Bangalore,Friday,,
2005,MilaRodriguez,,21-02-2025,WFO,Bangalore,Friday,,
1973,EmmaBishop,,21-02-2025,WFH,Bangalore,Friday,,
2072,MaverickCameron,,24-02-2025,WFH,Bangalore,Monday,,
2058,KatherineMitchell,,24-02-2025,WFO,Bangalore,Monday,,
2223,Harley Fisher,,24-02-2025,WFH,Bangalore,Monday,,
2060,IslaHarrington,,24-02-2025,WFH,Bangalore,Monday,,
2061,JacksonMoss,,24-02-2025,WFH,Bangalore,Monday,,
2063,JacksonGrant,,24-02-2025,WFH,Bangalore,Monday,,
2066,NatalieNelson,,24-02-2025,WFH,Bangalore,Monday,,
2069,SageRodriguez,,24-02-2025,WFH,Bangalore,Monday,,
2057,EmeryLee,,24-02-2025,WFO,Bangalore,Monday,,
2098,TheodoreCraig,,24-02-2025,WFH,Bangalore,Monday,,
2216,Jaden Bell,,24-02-2025,WFH,Bangalore,Monday,,
2093,AvaOrtega,,24-02-2025,WFH,Bangalore,Monday,,
2096,CameronRichards,,24-02-2025,WFH,Bangalore,Monday,,
2219,Kendall Harris,,24-02-2025,WFH,Bangalore,Monday,,
2094,AddisonRobinson,,24-02-2025,WFH,Bangalore,Monday,,
2100,FinnTaylor,,24-02-2025,WFO,Bangalore,Monday,,
2101,EliWilliams,,24-02-2025,WFH,Bangalore,Monday,,
2217,Logan Brooks,,24-02-2025,WFO,Bangalore,Monday,,
2106,MaverickClark,,24-02-2025,WFH,Bangalore,Monday,,
2073,BlaiseRogers,,24-02-2025,WFH,Bangalore,Monday,,
2036,AdamLynch,,24-02-2025,WFH,Bangalore,Monday,,
2087,AmosWilliamson,,24-02-2025,WFH,Bangalore,Monday,,
2056,BrooklynHernandez,,24-02-2025,WFO,Bangalore,Monday,,
2215,Corey Wright,,24-02-2025,WFO,Bangalore,Monday,,
2022,ScarlettKing,,24-02-2025,WFH,Bangalore,Monday,,
1946,SiennaFoster,,24-02-2025,WFH,Bangalore,Monday,,
2218,Jesse Morgan,,24-02-2025,WFH,Bangalore,Monday,,
2213,Elliot Powell,,24-02-2025,WFH,Bangalore,Monday,,
2006,LeviHudson,,24-02-2025,WFH,Bangalore,Monday,,
2012,DavidRodriguez,,24-02-2025,WFH,Bangalore,Monday,,
1981,MayaWhite,,24-02-2025,WFH,Bangalore,Monday,,
1947,SkylarBryant,,24-02-2025,WFH,Bangalore,Monday,,
1781,TheodoreSanchez,,24-02-2025,WFH,Bangalore,Monday,,
2221,Casey Reed,,24-02-2025,WFH,Bangalore,Monday,,
2033,FionaHarrington,,24-02-2025,WFO,Bangalore,Monday,,
1957,EverlyMartin,,24-02-2025,WFO,Bangalore,Monday,,
2020,BraydenScott,,24-02-2025,WFH,Bangalore,Monday,,
2018,LaylaCameron,,24-02-2025,WFH,Bangalore,Monday,,
2024,PhoebePerry,,24-02-2025,WFO,Bangalore,Monday,,
2214,Shawn Peterson,,24-02-2025,WFO,Bangalore,Monday,,
1973,EmmaBishop,,24-02-2025,WFH,Bangalore,Monday,,
2017,AlexanderShaw,,24-02-2025,WFO,Bangalore,Monday,,
1953,HarperMurphy,,24-02-2025,WFH,Bangalore,Monday,,
2222,Alex Perry,,24-02-2025,WFH,Bangalore,Monday,,
2005,MilaRodriguez,,24-02-2025,WFH,Bangalore,Monday,,
2002,LeahGeorge,,24-02-2025,WFO,Bangalore,Monday,,
1941,EvelynHall,,24-02-2025,WFO,Bangalore,Monday,,
2072,MaverickCameron,,25-02-2025,WFH,Bangalore,Tuesday,,
2058,KatherineMitchell,,25-02-2025,WFH,Bangalore,Tuesday,,
2223,Harley Fisher,,25-02-2025,WFH,Bangalore,Tuesday,,
2060,IslaHarrington,,25-02-2025,WFH,Bangalore,Tuesday,,
2061,JacksonMoss,,25-02-2025,WFH,Bangalore,Tuesday,,
2063,JacksonGrant,,25-02-2025,WFH,Bangalore,Tuesday,,
2066,NatalieNelson,,25-02-2025,WFH,Bangalore,Tuesday,,
2069,SageRodriguez,,25-02-2025,WFH,Bangalore,Tuesday,,
2057,EmeryLee,,25-02-2025,WFH,Bangalore,Tuesday,,
2098,TheodoreCraig,,25-02-2025,WFH,Bangalore,Tuesday,,
2216,Jaden Bell,,25-02-2025,WFH,Bangalore,Tuesday,,
2093,AvaOrtega,,25-02-2025,WFH,Bangalore,Tuesday,,
2096,CameronRichards,,25-02-2025,WFH,Bangalore,Tuesday,,
2036,AdamLynch,,25-02-2025,WFO,Bangalore,Tuesday,,
2219,Kendall Harris,,25-02-2025,WFH,Bangalore,Tuesday,,
2100,FinnTaylor,,25-02-2025,WFH,Bangalore,Tuesday,,
2101,EliWilliams,,25-02-2025,WFH,Bangalore,Tuesday,,
2217,Logan Brooks,,25-02-2025,WFH,Bangalore,Tuesday,,
2106,MaverickClark,,25-02-2025,WFH,Bangalore,Tuesday,,
2087,AmosWilliamson,,25-02-2025,WFH,Bangalore,Tuesday,,
2033,FionaHarrington,,25-02-2025,WFO,Bangalore,Tuesday,,
2094,AddisonRobinson,,25-02-2025,WFH,Bangalore,Tuesday,,
2056,BrooklynHernandez,,25-02-2025,WFO,Bangalore,Tuesday,,
2215,Corey Wright,,25-02-2025,WFH,Bangalore,Tuesday,,
2022,ScarlettKing,,25-02-2025,WFO,Bangalore,Tuesday,,
1946,SiennaFoster,,25-02-2025,WFH,Bangalore,Tuesday,,
2218,Jesse Morgan,,25-02-2025,WFH,Bangalore,Tuesday,,
2213,Elliot Powell,,25-02-2025,WFH,Bangalore,Tuesday,,
2006,LeviHudson,,25-02-2025,WFH,Bangalore,Tuesday,,
2012,DavidRodriguez,,25-02-2025,WFH,Bangalore,Tuesday,,
1981,MayaWhite,,25-02-2025,WFH,Bangalore,Tuesday,,
1947,SkylarBryant,,25-02-2025,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,25-02-2025,WFH,Bangalore,Tuesday,,
2221,Casey Reed,,25-02-2025,WFH,Bangalore,Tuesday,,
2073,BlaiseRogers,,25-02-2025,WFH,Bangalore,Tuesday,,
1957,EverlyMartin,,25-02-2025,WFO,Bangalore,Tuesday,,
2002,LeahGeorge,,25-02-2025,WFH,Bangalore,Tuesday,,
2005,MilaRodriguez,,25-02-2025,WFO,Bangalore,Tuesday,,
2222,Alex Perry,,25-02-2025,WFH,Bangalore,Tuesday,,
1953,HarperMurphy,,25-02-2025,WFH,Bangalore,Tuesday,,
1941,EvelynHall,,25-02-2025,WFH,Bangalore,Tuesday,,
1973,EmmaBishop,,25-02-2025,WFH,Bangalore,Tuesday,,
2214,Shawn Peterson,,25-02-2025,WFH,Bangalore,Tuesday,,
2024,PhoebePerry,,25-02-2025,WFO,Bangalore,Tuesday,,
2018,LaylaCameron,,25-02-2025,WFH,Bangalore,Tuesday,,
2017,AlexanderShaw,,25-02-2025,WFH,Bangalore,Tuesday,,
2020,BraydenScott,,25-02-2025,WFH,Bangalore,Tuesday,,
2072,MaverickCameron,,26-02-2025,WFH,Bangalore,Wednesday,,
2069,SageRodriguez,,26-02-2025,WFO,Bangalore,Wednesday,,
2066,NatalieNelson,,26-02-2025,WFH,Bangalore,Wednesday,,
2058,KatherineMitchell,,26-02-2025,WFO,Bangalore,Wednesday,,
2061,JacksonMoss,,26-02-2025,WFH,Bangalore,Wednesday,,
2060,IslaHarrington,,26-02-2025,WFH,Bangalore,Wednesday,,
2223,Harley Fisher,,26-02-2025,WFH,Bangalore,Wednesday,,
2063,JacksonGrant,,26-02-2025,WFH,Bangalore,Wednesday,,
2073,BlaiseRogers,,26-02-2025,WFH,Bangalore,Wednesday,,
2098,TheodoreCraig,,26-02-2025,WFH,Bangalore,Wednesday,,
2216,Jaden Bell,,26-02-2025,WFH,Bangalore,Wednesday,,
2093,AvaOrtega,,26-02-2025,WFH,Bangalore,Wednesday,,
2096,CameronRichards,,26-02-2025,WFH,Bangalore,Wednesday,,
2057,EmeryLee,,26-02-2025,WFO,Bangalore,Wednesday,,
2219,Kendall Harris,,26-02-2025,WFH,Bangalore,Wednesday,,
2094,AddisonRobinson,,26-02-2025,WFH,Bangalore,Wednesday,,
2100,FinnTaylor,,26-02-2025,WFO,Bangalore,Wednesday,,
2101,EliWilliams,,26-02-2025,WFH,Bangalore,Wednesday,,
2217,Logan Brooks,,26-02-2025,WFH,Bangalore,Wednesday,,
2106,MaverickClark,,26-02-2025,WFO,Bangalore,Wednesday,,
2087,AmosWilliamson,,26-02-2025,WFH,Bangalore,Wednesday,,
2036,AdamLynch,,26-02-2025,WFH,Bangalore,Wednesday,,
2024,PhoebePerry,,26-02-2025,WFO,Bangalore,Wednesday,,
2215,Corey Wright,,26-02-2025,WFH,Bangalore,Wednesday,,
2022,ScarlettKing,,26-02-2025,WFH,Bangalore,Wednesday,,
1946,SiennaFoster,,26-02-2025,WFH,Bangalore,Wednesday,,
2218,Jesse Morgan,,26-02-2025,WFH,Bangalore,Wednesday,,
2213,Elliot Powell,,26-02-2025,WFH,Bangalore,Wednesday,,
2006,LeviHudson,,26-02-2025,WFH,Bangalore,Wednesday,,
2012,DavidRodriguez,,26-02-2025,WFH,Bangalore,Wednesday,,
1981,MayaWhite,,26-02-2025,WFH,Bangalore,Wednesday,,
1947,SkylarBryant,,26-02-2025,WFH,Bangalore,Wednesday,,
1781,TheodoreSanchez,,26-02-2025,WFH,Bangalore,Wednesday,,
2033,FionaHarrington,,26-02-2025,WFH,Bangalore,Wednesday,,
2020,BraydenScott,,26-02-2025,WFH,Bangalore,Wednesday,,
2002,LeahGeorge,,26-02-2025,WFH,Bangalore,Wednesday,,
2222,Alex Perry,,26-02-2025,WFH,Bangalore,Wednesday,,
1953,HarperMurphy,,26-02-2025,WFH,Bangalore,Wednesday,,
1941,EvelynHall,,26-02-2025,WFO,Bangalore,Wednesday,,
1973,EmmaBishop,,26-02-2025,WFH,Bangalore,Wednesday,,
2214,Shawn Peterson,,26-02-2025,WFH,Bangalore,Wednesday,,
2018,LaylaCameron,,26-02-2025,WFH,Bangalore,Wednesday,,
2017,AlexanderShaw,,26-02-2025,WFH,Bangalore,Wednesday,,
2056,BrooklynHernandez,,26-02-2025,WFO,Bangalore,Wednesday,,
1957,EverlyMartin,,26-02-2025,WFH,Bangalore,Wednesday,,
2005,MilaRodriguez,,26-02-2025,WFH,Bangalore,Wednesday,,
2221,Casey Reed,,26-02-2025,WFH,Bangalore,Wednesday,,
2214,Shawn Peterson,,27-02-2025,WFO,Bangalore,Thursday,,
2036,AdamLynch,,27-02-2025,WFH,Bangalore,Thursday,,
2057,EmeryLee,,27-02-2025,WFH,Bangalore,Thursday,,
2058,KatherineMitchell,,27-02-2025,WFH,Bangalore,Thursday,,
2223,Harley Fisher,,27-02-2025,WFO,Bangalore,Thursday,,
2060,IslaHarrington,,27-02-2025,WFH,Bangalore,Thursday,,
2061,JacksonMoss,,27-02-2025,WFH,Bangalore,Thursday,,
2063,JacksonGrant,,27-02-2025,WFH,Bangalore,Thursday,,
2066,NatalieNelson,,27-02-2025,WFH,Bangalore,Thursday,,
2069,SageRodriguez,,27-02-2025,WFH,Bangalore,Thursday,,
2072,MaverickCameron,,27-02-2025,WFO,Bangalore,Thursday,,
2215,Corey Wright,,27-02-2025,WFO,Bangalore,Thursday,,
2073,BlaiseRogers,,27-02-2025,WFH,Bangalore,Thursday,,
2216,Jaden Bell,,27-02-2025,WFH,Bangalore,Thursday,,
2093,AvaOrtega,,27-02-2025,WFH,Bangalore,Thursday,,
2096,CameronRichards,,27-02-2025,WFH,Bangalore,Thursday,,
2098,TheodoreCraig,,27-02-2025,WFH,Bangalore,Thursday,,
2219,Kendall Harris,,27-02-2025,WFH,Bangalore,Thursday,,
2094,AddisonRobinson,,27-02-2025,WFH,Bangalore,Thursday,,
2100,FinnTaylor,,27-02-2025,WFH,Bangalore,Thursday,,
2101,EliWilliams,,27-02-2025,WFH,Bangalore,Thursday,,
2217,Logan Brooks,,27-02-2025,WFH,Bangalore,Thursday,,
2106,MaverickClark,,27-02-2025,WFO,Bangalore,Thursday,,
2087,AmosWilliamson,,27-02-2025,WFH,Bangalore,Thursday,,
2056,BrooklynHernandez,,27-02-2025,WFH,Bangalore,Thursday,,
2033,FionaHarrington,,27-02-2025,WFO,Bangalore,Thursday,,
2018,LaylaCameron,,27-02-2025,WFH,Bangalore,Thursday,,
2022,ScarlettKing,,27-02-2025,WFH,Bangalore,Thursday,,
1946,SiennaFoster,,27-02-2025,WFH,Bangalore,Thursday,,
2218,Jesse Morgan,,27-02-2025,WFH,Bangalore,Thursday,,
2213,Elliot Powell,,27-02-2025,WFH,Bangalore,Thursday,,
2006,LeviHudson,,27-02-2025,WFH,Bangalore,Thursday,,
2012,DavidRodriguez,,27-02-2025,WFH,Bangalore,Thursday,,
2017,AlexanderShaw,,27-02-2025,WFO,Bangalore,Thursday,,
1947,SkylarBryant,,27-02-2025,WFH,Bangalore,Thursday,,
1781,TheodoreSanchez,,27-02-2025,WFH,Bangalore,Thursday,,
2221,Casey Reed,,27-02-2025,WFH,Bangalore,Thursday,,
1981,MayaWhite,,27-02-2025,WFH,Bangalore,Thursday,,
1957,EverlyMartin,,27-02-2025,WFO,Bangalore,Thursday,,
2002,LeahGeorge,,27-02-2025,WFH,Bangalore,Thursday,,
2005,MilaRodriguez,,27-02-2025,WFH,Bangalore,Thursday,,
2222,Alex Perry,,27-02-2025,WFH,Bangalore,Thursday,,
1953,HarperMurphy,,27-02-2025,WFH,Bangalore,Thursday,,
1941,EvelynHall,,27-02-2025,WFO,Bangalore,Thursday,,
1973,EmmaBishop,,27-02-2025,WFH,Bangalore,Thursday,,
2024,PhoebePerry,,27-02-2025,WFO,Bangalore,Thursday,,
2020,BraydenScott,,27-02-2025,WFH,Bangalore,Thursday,,
2218,Jesse Morgan,,28-02-2025,WFH,Bangalore,Friday,,
1946,SiennaFoster,,28-02-2025,WFH,Bangalore,Friday,,
2022,ScarlettKing,,28-02-2025,WFH,Bangalore,Friday,,
2213,Elliot Powell,,28-02-2025,WFH,Bangalore,Friday,,
1957,EverlyMartin,,28-02-2025,WFO,Bangalore,Friday,,
2005,MilaRodriguez,,28-02-2025,WFO,Bangalore,Friday,,
2222,Alex Perry,,28-02-2025,WFH,Bangalore,Friday,,
2006,LeviHudson,,28-02-2025,WFO,Bangalore,Friday,,
2002,LeahGeorge,,28-02-2025,WFH,Bangalore,Friday,,
1981,MayaWhite,,28-02-2025,WFH,Bangalore,Friday,,
2069,SageRodriguez,,28-02-2025,WFO,Bangalore,Friday,,
2072,MaverickCameron,,28-02-2025,WFO,Bangalore,Friday,,
2073,BlaiseRogers,,28-02-2025,WFO,Bangalore,Friday,,
2087,AmosWilliamson,,28-02-2025,WFO,Bangalore,Friday,,
2216,Jaden Bell,,28-02-2025,WFO,Bangalore,Friday,,
2093,AvaOrtega,,28-02-2025,WFH,Bangalore,Friday,,
2096,CameronRichards,,28-02-2025,WFH,Bangalore,Friday,,
2066,NatalieNelson,,28-02-2025,WFH,Bangalore,Friday,,
2098,TheodoreCraig,,28-02-2025,WFO,Bangalore,Friday,,
2094,AddisonRobinson,,28-02-2025,WFO,Bangalore,Friday,,
2020,BraydenScott,,28-02-2025,WFO,Bangalore,Friday,,
2101,EliWilliams,,28-02-2025,WFH,Bangalore,Friday,,
